u
0.2466
0.3260
0.4044
0.4819
0.5581
0.6328
0.7059
0.7772
0.8465
0.9136
0.9783
1.0405
1.1001
1.1569
1.2107
1.2615
1.3090
1.3533
1.3942
1.4317
1.4656
1.4959
1.5225
1.5454
1.5646
1.5800
1.5917
1.5996
1.6037
1.6041
1.6007
1.5937
1.5830
1.5687
1.5509
1.5297
1.5050
1.4771
1.4459
1.4117
1.3744
1.3342
1.2912
1.2455
1.1973
1.1467
1.0937
1.0386
0.9814
0.9223
0.8614
0.7988
0.7348
0.6694
0.6027
0.5349
0.4662
0.3966
0.3263
0.2555
0.1841
0.1125
0.0406
-0.0313
-0.1032
-0.1750
-0.2465
-0.3176
-0.3883
-0.4584
-0.5279
-0.5966
-0.6645
-0.7314
-0.7973
-0.8622
-0.9258
-0.9882
-1.0493
-1.1090
-1.1673
-1.2240
-1.2791
-1.3326
-1.3843
-1.4343
-1.4824
-1.5286
-1.5729
-1.6151
-1.6553
-1.6933
-1.7291
-1.7626
-1.7938
-1.8226
-1.8489
-1.8727
-1.8939
-1.9125
-1.9283
-1.9413
-1.9515
-1.9588
-1.9630
-1.9642
-1.9623
-1.9572
-1.9489
-1.9373
-1.9224
-1.9040
-1.8822
-1.8569
-1.8282
-1.7959
-1.7600
-1.7206
-1.6776
-1.6311
-1.5810
-1.5274
-1.4703
-1.4097
-1.3458
-1.2786
-1.2081
-1.1345
-1.0579
-0.9783
-0.8960
-0.8111
-0.7236
-0.6339
-0.5420
-0.4482
-0.3526
-0.2556
-0.1572
-0.0578
0.0425
0.1433
0.2444
0.3456
0.4465
0.5470
0.6467
0.7453
0.8426
0.9383
1.0321
1.1238
1.2131
1.2997
1.3833
1.4638
1.5408
1.6142
1.6838
1.7492
1.8104
1.8672
1.9193
1.9668
2.0093
2.0469
2.0793
2.1066
2.1287
2.1456
2.1572
2.1634
2.1645
2.1603
2.1509
2.1364
2.1169
2.0924
2.0632
2.0293
1.9909
1.9481
1.9011
1.8502
1.7955
1.7372
1.6755
1.6107
1.5429
1.4725
1.3996
1.3245
1.2475
1.1688
1.0886
1.0071
0.9247
0.8416
0.7579
0.6739
0.5898
0.5059
0.4224
0.3393
0.2571
0.1757
0.0954
0.0163
-0.0613
-0.1374
-0.2119
-0.2846
-0.3554
-0.4243
-0.4911
-0.5557
-0.6182
-0.6784
-0.7363
-0.7919
-0.8452
-0.8960
-0.9445
-0.9907
-1.0344
-1.0758
-1.1148
-1.1516
-1.1860
-1.2181
-1.2481
-1.2758
-1.3014
-1.3249
-1.3463
-1.3656
-1.3830
-1.3984
-1.4119
-1.4236
-1.4334
-1.4414
-1.4476
-1.4521
-1.4548
-1.4559
-1.4552
-1.4529
-1.4489
-1.4432
-1.4359
-1.4268
-1.4161
-1.4037
-1.3896
-1.3738
-1.3561
-1.3367
-1.3155
-1.2924
-1.2674
-1.2405
-1.2116
-1.1808
-1.1478
-1.1128
-1.0757
-1.0365
-0.9950
-0.9513
-0.9054
-0.8572
-0.8068
-0.7540
-0.6990
-0.6417
-0.5821
-0.5202
-0.4561
-0.3898
-0.3214
-0.2509
-0.1783
-0.1038
-0.0274
0.0507
0.1305
0.2117
0.2944
0.3783
0.4632
0.5491
0.6357
0.7227
0.8101
0.8976
0.9850
1.0720
1.1584
1.2439
1.3283
1.4114
1.4928
1.5723
1.6496
1.7245
1.7967
1.8659
1.9318
1.9942
2.0528
2.1074
2.1578
2.2036
2.2447
2.2809
2.3120
2.3377
2.3580
2.3727
2.3817
2.3847
2.3819
2.3730
2.3581
2.3371
2.3099
2.2767
2.2375
2.1923
2.1413
2.0844
2.0220
1.9540
1.8808
1.8025
1.7193
1.6314
1.5392
1.4428
1.3427
1.2390
1.1322
1.0225
0.9103
0.7960
0.6799
0.5624
0.4438
0.3245
0.2050
0.0855
-0.0335
-0.1517
-0.2687
-0.3842
-0.4978
-0.6091
-0.7179
-0.8238
-0.9266
-1.0260
-1.1216
-1.2133
-1.3008
-1.3840
-1.4626
-1.5364
-1.6054
-1.6693
-1.7282
-1.7818
-1.8303
-1.8734
-1.9113
-1.9439
-1.9712
-1.9933
-2.0102
-2.0221
-2.0290
-2.0310
-2.0284
-2.0211
-2.0095
-1.9936
-1.9736
-1.9498
-1.9223
-1.8913
-1.8571
-1.8198
-1.7797
-1.7369
-1.6918
-1.6445
-1.5953
-1.5443
-1.4918
-1.4379
-1.3829
-1.3269
-1.2701
-1.2128
-1.1549
-1.0968
-1.0385
-0.9801
-0.9219
-0.8638
-0.8060
-0.7485
-0.6915
-0.6350
-0.5789
-0.5235
-0.4686
-0.4143
-0.3607
-0.3076
-0.2551
-0.2031
-0.1517
-0.1008
-0.0503
-0.0003
0.0494
0.0987
0.1479
0.1968
0.2455
0.2942
0.3427
0.3913
0.4400
0.4886
0.5374
0.5863
0.6354
0.6846
0.7340
0.7835
0.8331
0.8828
0.9326
0.9824
1.0321
1.0817
1.1310
1.1801
1.2287
1.2767
1.3241
1.3707
1.4162
1.4607
1.5038
1.5455
1.5855
1.6237
1.6598
1.6937
1.7251
1.7539
1.7798
1.8026
1.8222
1.8383
1.8507
1.8593
1.8638
1.8641
1.8600
1.8514
1.8381
1.8200
1.7970
1.7690
1.7359
1.6976
1.6541
1.6054
1.5514
1.4922
1.4279
1.3584
1.2839
1.2045
1.1204
1.0315
0.9383
0.8407
0.7392
0.6338
0.5249
0.4128
0.2977
0.1800
0.0600
-0.0619
-0.1853
-0.3100
-0.4354
-0.5612
-0.6870
-0.8123
-0.9367
-1.0599
-1.1814
-1.3007
-1.4174
-1.5312
-1.6416
-1.7483
-1.8508
-1.9487
-2.0418
-2.1296
-2.2119
-2.2883
-2.3586
-2.4224
-2.4797
-2.5301
-2.5735
-2.6097
-2.6386
-2.6600
-2.6740
-2.6805
-2.6795
-2.6709
-2.6549
-2.6314
-2.6007
-2.5629
-2.5180
-2.4664
-2.4082
-2.3436
-2.2729
-2.1964
-2.1145
-2.0273
-1.9353
-1.8389
-1.7383
-1.6340
-1.5264
-1.4158
-1.3027
-1.1875
-1.0706
-0.9524
-0.8333
-0.7137
-0.5941
-0.4748
-0.3563
-0.2388
-0.1228
-0.0085
0.1035
0.2132
0.3200
0.4238
0.5243
0.6213
0.7145
0.8037
0.8888
0.9696
1.0460
1.1179
1.1851
1.2477
1.3056
1.3588
1.4072
1.4510
1.4901
1.5247
1.5548
1.5805
1.6019
1.6193
1.6326
1.6421
1.6480
1.6505
1.6497
1.6458
1.6390
1.6296
1.6177
1.6035
1.5873
1.5693
1.5497
1.5286
1.5062
1.4828
1.4585
1.4334
1.4078
1.3817
1.3554
1.3288
1.3021
1.2755
1.2489
1.2224
1.1961
1.1700
1.1441
1.1184
1.0929
1.0675
1.0423
1.0171
0.9918
0.9665
0.9410
0.9151
0.8889
0.8621
0.8347
0.8064
0.7773
0.7471
0.7157
0.6830
0.6488
0.6130
0.5756
0.5363
0.4950
0.4517
0.4063
0.3587
0.3088
0.2566
0.2020
0.1451
0.0858
0.0241
-0.0399
-0.1062
-0.1747
-0.2452
-0.3178
-0.3922
-0.4684
-0.5460
-0.6250
-0.7051
-0.7862
-0.8678
-0.9499
-1.0321
-1.1140
-1.1956
-1.2763
-1.3558
-1.4340
-1.5103
-1.5845
-1.6561
-1.7250
-1.7906
-1.8528
-1.9110
-1.9651
-2.0146
-2.0592
-2.0988
-2.1329
-2.1613
-2.1837
-2.2000
-2.2099
-2.2133
-2.2099
-2.1996
-2.1824
-2.1582
-2.1269
-2.0884
-2.0429
-1.9904
-1.9308
-1.8644
-1.7913
-1.7117
-1.6257
-1.5336
-1.4356
-1.3321
-1.2233
-1.1096
-0.9915
-0.8691
-0.7431
-0.6137
-0.4816
-0.3470
-0.2106
-0.0727
0.0660
0.2051
0.3441
0.4824
0.6196
0.7551
0.8885
1.0191
1.1467
1.2705
1.3903
1.5056
1.6159
1.7209
1.8201
1.9133
2.0000
2.0801
2.1531
2.2190
2.2775
2.3284
2.3716
2.4070
2.4345
2.4542
2.4659
2.4698
2.4659
2.4543
2.4352
2.4087
2.3751
2.3346
2.2875
2.2339
2.1744
2.1091
2.0386
1.9630
1.8829
1.7987
1.7108
1.6196
1.5256
1.4292
1.3309
1.2311
1.1303
1.0290
0.9276
0.8265
0.7262
0.6270
0.5294
0.4337
0.3403
0.2495
0.1617
0.0771
-0.0039
-0.0813
-0.1547
-0.2240
-0.2890
-0.3496
-0.4057
-0.4573
-0.5044
-0.5469
-0.5848
-0.6183
-0.6474
-0.6723
-0.6931
-0.7099
-0.7230
-0.7325
-0.7388
-0.7420
-0.7425
-0.7405
-0.7363
-0.7303
-0.7227
-0.7139
-0.7042
-0.6940
-0.6835
-0.6730
-0.6630
-0.6536
-0.6453
-0.6382
-0.6327
-0.6289
-0.6272
-0.6277
-0.6306
-0.6360
-0.6442
-0.6551
-0.6690
-0.6857
-0.7055
-0.7281
-0.7537
-0.7821
-0.8132
-0.8470
-0.8832
-0.9216
-0.9621
-1.0044
-1.0482
-1.0932
-1.1392
-1.1858
-1.2327
-1.2794
-1.3257
-1.3711
-1.4152
-1.4577
-1.4981
-1.5360
-1.5710
-1.6028
-1.6309
-1.6550
-1.6746
-1.6896
-1.6994
-1.7038
-1.7025
-1.6953
-1.6819
-1.6621
-1.6358
-1.6027
-1.5629
-1.5161
-1.4625
-1.4019
-1.3345
-1.2603
-1.1794
-1.0920
-0.9983
-0.8985
-0.7930
-0.6819
-0.5656
-0.4446
-0.3192
-0.1898
-0.0570
0.0788
0.2171
0.3573
0.4989
0.6413
0.7839
0.9261
1.0673
1.2070
1.3445
1.4792
1.6105
1.7378
1.8605
1.9782
2.0901
2.1959
2.2949
2.3868
2.4711
2.5473
2.6151
2.6741
2.7240
2.7646
2.7955
2.8167
2.8280
2.8292
2.8203
2.8013
2.7723
2.7332
2.6843
2.6256
2.5574
2.4800
2.3936
2.2985
2.1952
2.0841
1.9655
1.8400
1.7080
1.5702
1.4270
1.2791
1.1270
0.9714
0.8129
0.6521
0.4897
0.3264
0.1627
-0.0005
-0.1628
-0.3234
-0.4817
-0.6372
-0.7891
-0.9369
-1.0801
-1.2181
-1.3504
-1.4766
-1.5962
-1.7088
-1.8139
-1.9114
-2.0009
-2.0821
-2.1548
-2.2189
-2.2742
-2.3206
-2.3581
-2.3867
-2.4064
-2.4173
-2.4196
-2.4134
-2.3989
-2.3763
-2.3460
-2.3082
-2.2633
-2.2116
-2.1536
-2.0897
-2.0204
-1.9460
-1.8671
-1.7843
-1.6979
-1.6085
-1.5167
-1.4230
-1.3278
-1.2318
-1.1354
-1.0392
-0.9436
-0.8490
-0.7561
-0.6651
-0.5765
-0.4907
-0.4081
-0.3289
-0.2535
-0.1821
-0.1150
-0.0524
0.0056
0.0589
0.1074
0.1510
0.1898
0.2237
0.2528
0.2773
0.2972
0.3128
0.3242
0.3317
0.3355
0.3359
0.3333
0.3279
0.3201
0.3103
0.2989
0.2863
0.2728
0.2588
0.2449
0.2313
0.2185
0.2069
0.1968
0.1887
0.1828
0.1796
0.1793
0.1822
0.1886
0.1987
0.2127
0.2308
0.2531
0.2798
0.3109
0.3463
0.3862
0.4305
0.4791
0.5318
0.5885
0.6490
0.7131
0.7804
0.8508
0.9238
0.9992
1.0764
1.1552
1.2350
1.3154
1.3959
1.4760
1.5552
1.6331
1.7090
1.7825
1.8530
1.9201
1.9832
2.0418
2.0955
2.1437
2.1861
2.2221
2.2515
2.2739
2.2888
2.2961
2.2954
2.2866
2.2694
2.2436
2.2093
2.1663
2.1145
2.0542
1.9852
1.9078
1.8221
1.7283
1.6266
1.5175
1.4011
1.2779
1.1483
1.0128
0.8718
0.7258
0.5755
0.4214
0.2640
0.1041
-0.0578
-0.2210
-0.3848
-0.5485
-0.7115
-0.8732
-1.0327
-1.1895
-1.3428
-1.4921
-1.6367
-1.7760
-1.9094
-2.0363
-2.1562
-2.2686
-2.3730
-2.4689
-2.5561
-2.6340
-2.7024
-2.7611
-2.8097
-2.8482
-2.8763
-2.8940
-2.9013
-2.8981
-2.8845
-2.8607
-2.8267
-2.7827
-2.7291
-2.6661
-2.5939
-2.5130
-2.4239
-2.3268
-2.2223
-2.1109
-1.9932
-1.8697
-1.7409
-1.6075
-1.4701
-1.3293
-1.1857
-1.0401
-0.8929
-0.7450
-0.5969
-0.4493
-0.3028
-0.1579
-0.0154
0.1243
0.2606
0.3930
0.5209
0.6439
0.7616
0.8736
0.9795
1.0790
1.1718
1.2577
1.3365
1.4080
1.4721
1.5287
1.5778
1.6195
1.6537
1.6806
1.7002
1.7129
1.7187
1.7180
1.7110
1.6979
1.6793
1.6553
1.6264
1.5931
1.5556
1.5145
1.4702
1.4232
1.3738
1.3226
1.2701
1.2167
1.1627
1.1088
1.0552
1.0024
0.9508
0.9007
0.8525
0.8065
0.7629
0.7220
0.6841
0.6493
0.6178
0.5897
0.5650
0.5439
0.5263
0.5122
0.5015
0.4941
0.4900
0.4889
0.4906
0.4949
0.5016
0.5103
0.5208
0.5328
0.5458
0.5596
0.5738
0.5879
0.6015
0.6144
0.6260
0.6361
0.6441
0.6497
0.6526
0.6524
0.6487
0.6412
0.6297
0.6138
0.5933
0.5681
0.5378
0.5024
0.4618
0.4158
0.3645
0.3078
0.2458
0.1785
0.1061
0.0286
-0.0536
-0.1404
-0.2315
-0.3266
-0.4253
-0.5274
-0.6323
-0.7397
-0.8492
-0.9602
-1.0722
-1.1848
-1.2974
-1.4094
-1.5203
-1.6296
-1.7368
-1.8411
-1.9421
-2.0393
-2.1321
-2.2199
-2.3024
-2.3789
-2.4491
-2.5125
-2.5687
-2.6173
-2.6580
-2.6905
-2.7145
-2.7298
-2.7361
-2.7334
-2.7216
-2.7005
-2.6702
-2.6307
-2.5821
-2.5244
-2.4579
-2.3827
-2.2992
-2.2075
-2.1080
-2.0011
-1.8871
-1.7666
-1.6399
-1.5075
-1.3700
-1.2280
-1.0819
-0.9323
-0.7800
-0.6253
-0.4691
-0.3118
-0.1541
0.0033
0.1599
0.3150
0.4681
0.6185
0.7658
0.9092
1.0484
1.1828
1.3120
1.4354
1.5528
1.6636
1.7675
1.8643
1.9537
2.0354
2.1092
2.1750
2.2326
2.2820
2.3231
2.3560
2.3806
2.3971
2.4055
2.4060
2.3988
2.3840
2.3620
2.3330
2.2973
2.2552
2.2071
2.1533
2.0942
2.0302
1.9618
1.8892
1.8130
1.7336
1.6514
1.5668
1.4803
1.3922
1.3031
1.2132
1.1230
1.0328
0.9430
0.8540
0.7660
0.6794
0.5944
0.5112
0.4302
0.3514
0.2751
0.2015
0.1306
0.0626
-0.0025
-0.0646
-0.1238
-0.1799
-0.2330
-0.2832
-0.3304
-0.3749
-0.4167
-0.4558
-0.4925
-0.5269
-0.5591
-0.5892
-0.6175
-0.6441
-0.6692
-0.6929
-0.7155
-0.7370
-0.7578
-0.7779
-0.7974
-0.8167
-0.8357
-0.8546
-0.8735
-0.8926
-0.9118
-0.9314
-0.9513
-0.9716
-0.9924
-1.0135
-1.0351
-1.0571
-1.0795
-1.1021
-1.1250
-1.1481
-1.1712
-1.1943
-1.2172
-1.2398
-1.2620
-1.2835
-1.3043
-1.3242
-1.3429
-1.3604
-1.3764
-1.3908
-1.4034
-1.4139
-1.4222
-1.4282
-1.4317
-1.4324
-1.4303
-1.4252
-1.4169
-1.4053
-1.3904
-1.3719
-1.3498
-1.3241
-1.2945
-1.2612
-1.2240
-1.1829
-1.1380
-1.0891
-1.0364
-0.9798
-0.9195
-0.8554
-0.7877
-0.7165
-0.6418
-0.5639
-0.4828
-0.3987
-0.3118
-0.2223
-0.1303
-0.0360
0.0602
0.1583
0.2579
0.3588
0.4607
0.5634
0.6666
0.7700
0.8733
0.9762
1.0785
1.1797
1.2797
1.3781
1.4746
1.5688
1.6605
1.7494
1.8352
1.9175
1.9961
2.0706
2.1409
2.2066
2.2674
2.3231
2.3735
2.4183
2.4574
2.4905
2.5174
2.5380
2.5522
2.5598
2.5606
2.5548
2.5421
2.5225
2.4961
2.4628
2.4227
2.3759
2.3224
2.2624
2.1960
2.1234
2.0448
1.9604
1.8705
1.7753
1.6752
1.5704
1.4613
1.3483
1.2317
1.1120
0.9895
0.8648
0.7381
0.6101
0.4811
0.3516
0.2221
0.0930
-0.0352
-0.1620
-0.2869
-0.4096
-0.5296
-0.6464
-0.7598
-0.8692
-0.9743
-1.0747
-1.1703
-1.2605
-1.3453
-1.4243
-1.4974
-1.5643
-1.6249
-1.6792
-1.7270
-1.7684
-1.8032
-1.8315
-1.8534
-1.8690
-1.8784
-1.8817
-1.8791
-1.8708
-1.8571
-1.8382
-1.8144
-1.7859
-1.7532
-1.7164
-1.6761
-1.6324
-1.5858
-1.5366
-1.4852
-1.4320
-1.3772
-1.3212
-1.2645
-1.2072
-1.1498
-1.0924
-1.0355
-0.9792
-0.9238
-0.8695
-0.8165
-0.7649
-0.7150
-0.6667
-0.6203
-0.5758
-0.5331
-0.4924
-0.4536
-0.4166
-0.3814
-0.3479
-0.3161
-0.2857
-0.2566
-0.2287
-0.2019
-0.1758
-0.1504
-0.1254
-0.1006
-0.0759
-0.0509
-0.0256
0.0003
0.0271
0.0547
0.0836
0.1137
0.1452
0.1783
0.2131
0.2497
0.2881
0.3284
0.3706
0.4147
0.4607
0.5085
0.5581
0.6094
0.6622
0.7165
0.7721
0.8288
0.8863
0.9446
1.0033
1.0622
1.1211
1.1796
1.2375
1.2946
1.3504
1.4048
1.4573
1.5078
1.5559
1.6013
1.6438
1.6830
1.7187
1.7506
1.7785
1.8022
1.8214
1.8360
1.8457
1.8505
1.8501
1.8446
1.8337
1.8173
1.7956
1.7684
1.7357
1.6975
1.6540
1.6051
1.5510
1.4917
1.4274
1.3582
1.2843
1.2060
1.1233
1.0365
0.9459
0.8516
0.7540
0.6534
0.5499
0.4440
0.3358
0.2258
0.1142
0.0013
-0.1124
-0.2269
-0.3415
-0.4562
-0.5705
-0.6841
-0.7967
-0.9079
-1.0176
-1.1252
-1.2307
-1.3335
-1.4336
-1.5305
-1.6241
-1.7140
-1.8001
-1.8820
-1.9596
-2.0326
-2.1008
-2.1641
-2.2223
-2.2752
-2.3227
-2.3646
-2.4009
-2.4314
-2.4561
-2.4749
-2.4878
-2.4947
-2.4957
-2.4906
-2.4797
-2.4629
-2.4402
-2.4119
-2.3779
-2.3384
-2.2936
-2.2435
-2.1884
-2.1285
-2.0639
-1.9949
-1.9217
-1.8445
-1.7637
-1.6795
-1.5922
-1.5020
-1.4093
-1.3143
-1.2175
-1.1191
-1.0193
-0.9187
-0.8174
-0.7157
-0.6141
-0.5127
-0.4120
-0.3122
-0.2135
-0.1164
-0.0209
0.0726
0.1638
0.2526
0.3388
0.4221
0.5024
0.5796
0.6534
0.7239
0.7908
0.8541
0.9139
0.9699
1.0222
1.0708
1.1157
1.1570
1.1946
1.2288
1.2594
1.2867
1.3107
1.3315
1.3493
1.3642
1.3764
1.3859
1.3929
1.3976
1.4001
1.4006
1.3992
1.3960
1.3912
1.3849
1.3772
1.3683
1.3582
1.3471
1.3349
1.3219
1.3080
1.2933
1.2778
1.2616
1.2447
1.2270
1.2085
1.1893
1.1692
1.1483
1.1265
1.1037
1.0799
1.0549
1.0287
1.0013
0.9724
0.9421
0.9103
0.8768
0.8417
0.8047
0.7659
0.7251
0.6824
0.6376
0.5908
0.5419
0.4909
0.4378
0.3826
0.3253
0.2660
0.2048
0.1417
0.0767
0.0101
-0.0582
-0.1278
-0.1988
-0.2709
-0.3440
-0.4179
-0.4923
-0.5672
-0.6422
-0.7171
-0.7917
-0.8658
-0.9392
-1.0114
-1.0824
-1.1519
-1.2195
-1.2852
-1.3485
-1.4093
-1.4674
-1.5225
-1.5743
-1.6227
-1.6675
-1.7085
-1.7454
-1.7782
-1.8067
-1.8307
-1.8501
-1.8648
-1.8747
-1.8798
-1.8800
-1.8752
-1.8654
-1.8506
-1.8308
-1.8061
-1.7764
-1.7419
-1.7026
-1.6587
-1.6101
-1.5570
-1.4996
-1.4380
-1.3724
-1.3029
-1.2298
-1.1531
-1.0732
-0.9902
-0.9043
-0.8159
-0.7250
-0.6320
-0.5370
-0.4404
-0.3424
-0.2433
-0.1433
-0.0426
0.0584
0.1596
0.2606
0.3612
0.4612
0.5603
0.6582
0.7548
0.8497
0.9428
1.0338
1.1225
1.2087
1.2923
1.3729
1.4505
1.5249
1.5958
1.6632
1.7270
1.7869
1.8428
1.8948
1.9426
1.9862
2.0256
2.0606
2.0912
2.1175
2.1393
2.1567
2.1698
2.1784
2.1827
2.1827
2.1785
2.1700
2.1575
2.1410
2.1206
2.0964
2.0685
2.0370
2.0022
1.9640
1.9227
1.8785
1.8314
1.7816
1.7294
1.6747
1.6179
1.5591
1.4984
1.4360
1.3721
1.3069
1.2404
1.1728
1.1043
1.0351
0.9652
0.8949
0.8241
0.7532
0.6820
0.6109
0.5398
0.4689
0.3983
0.3281
0.2582
0.1889
0.1201
0.0519
-0.0156
-0.0823
-0.1483
-0.2135
-0.2778
-0.3412
-0.4037
-0.4652
-0.5257
-0.5851
-0.6435
-0.7008
-0.7570
-0.8120
-0.8658
-0.9183
-0.9696
-1.0195
-1.0680
-1.1151
-1.1607
-1.2048
-1.2472
-1.2879
-1.3269
-1.3640
-1.3993
-1.4325
-1.4637
-1.4927
-1.5195
-1.5440
-1.5661
-1.5856
-1.6026
-1.6169
-1.6284
-1.6372
-1.6430
-1.6458
-1.6456
-1.6423
-1.6358
-1.6261
-1.6132
-1.5970
-1.5774
-1.5546
-1.5284
-1.4989
-1.4661
-1.4300
-1.3907
-1.3482
-1.3025
-1.2538
-1.2021
-1.1475
-1.0901
-1.0300
-0.9674
-0.9024
-0.8351
-0.7657
-0.6943
-0.6212
-0.5464
-0.4702
-0.3928
-0.3143
-0.2351
-0.1551
-0.0748
0.0058
0.0863
0.1667
0.2466
0.3260
0.4044
0.4819
0.5581
0.6328
0.7059
0.7772
0.8465
0.9136
0.9783
1.0405
1.1001
1.1569
1.2107
1.2615
1.3090
1.3533
1.3942
1.4317
1.4656
1.4959
1.5225
1.5454
1.5646
1.5800
1.5917
1.5996
1.6037
1.6041
1.6007
1.5937
1.5830
1.5687
1.5509
1.5297
1.5050
1.4771
1.4459
1.4117
1.3744
1.3342
1.2912
1.2455
1.1973
1.1467
1.0937
1.0386
0.9814
0.9223
0.8614
0.7988
0.7348
0.6694
0.6027
0.5349
0.4662
0.3966
0.3263
0.2555
0.1841
0.1125
0.0406
-0.0313
-0.1032
-0.1750
-0.2465
-0.3176
-0.3883
-0.4584
-0.5279
-0.5966
-0.6645
-0.7314
-0.7973
-0.8622
-0.9258
-0.9882
-1.0493
-1.1090
-1.1673
-1.2240
-1.2791
-1.3326
-1.3843
-1.4343
-1.4824
-1.5286
-1.5729
-1.6151
-1.6553
-1.6933
-1.7291
-1.7626
-1.7938
-1.8226
-1.8489
-1.8727
-1.8939
-1.9125
-1.9283
-1.9413
-1.9515
-1.9588
-1.9630
-1.9642
-1.9623
-1.9572
-1.9489
-1.9373
-1.9224
-1.9040
-1.8822
-1.8569
-1.8282
-1.7959
-1.7600
-1.7206
-1.6776
-1.6311
-1.5810
-1.5274
-1.4703
-1.4097
-1.3458
-1.2786
-1.2081
-1.1345
-1.0579
-0.9783
-0.8960
-0.8111
-0.7236
-0.6339
-0.5420
-0.4482
-0.3526
-0.2556
-0.1572
-0.0578
0.0425
0.1433
0.2444
0.3456
0.4465
0.5470
0.6467
0.7453
0.8426
0.9383
1.0321
1.1238
1.2131
1.2997
1.3833
1.4638
1.5408
1.6142
1.6838
1.7492
1.8104
1.8672
1.9193
1.9668
2.0093
2.0469
2.0793
2.1066
2.1287
2.1456
2.1572
2.1634
2.1645
2.1603
2.1509
2.1364
2.1169
2.0924
2.0632
2.0293
1.9909
1.9481
1.9011
1.8502
1.7955
1.7372
1.6755
1.6107
1.5429
1.4725
1.3996
1.3245
1.2475
1.1688
1.0886
1.0071
0.9247
0.8416
0.7579
0.6739
0.5898
0.5059
0.4224
0.3393
0.2571
0.1757
0.0954
0.0163
-0.0613
-0.1374
-0.2119
-0.2846
-0.3554
-0.4243
-0.4911
-0.5557
-0.6182
-0.6784
-0.7363
-0.7919
-0.8452
-0.8960
-0.9445
-0.9907
-1.0344
-1.0758
-1.1148
-1.1516
-1.1860
-1.2181
-1.2481
-1.2758
-1.3014
-1.3249
-1.3463
-1.3656
-1.3830
-1.3984
-1.4119
-1.4236
-1.4334
-1.4414
-1.4476
-1.4521
-1.4548
-1.4559
-1.4552
-1.4529
-1.4489
-1.4432
-1.4359
-1.4268
-1.4161
-1.4037
-1.3896
-1.3738
-1.3561
-1.3367
-1.3155
-1.2924
-1.2674
-1.2405
-1.2116
-1.1808
-1.1478
-1.1128
-1.0757
-1.0365
-0.9950
-0.9513
-0.9054
-0.8572
-0.8068
-0.7540
-0.6990
-0.6417
-0.5821
-0.5202
-0.4561
-0.3898
-0.3214
-0.2509
-0.1783
-0.1038
-0.0274
0.0507
0.1305
0.2117
0.2944
0.3783
0.4632
0.5491
0.6357
0.7227
0.8101
0.8976
0.9850
1.0720
1.1584
1.2439
